id	species	gene_names	gene_synonyms	description	term_ids	sources
503	ath	At1g26630|FBR12|AT1G26630|FUMONISIN B1-RESISTANT12	AT1G26630|FBR12|ATELF5A-2|ELF5A-2|FUMONISIN B1-RESISTANT12|EUKARYOTIC ELONGATION FACTOR 5A-2|T24P13.1|T24P13_1|AT1G26630.1|AT1G26630.2	Abnormal flower morphology. Completely sterile. Dwarf. Few cauline leaves. Few flowers. Few rosette leaves. Short roots. Small cauline leaves. Small rosette leaves. Dwarf. Short roots. Few, small rosette and cauline leaves. Few flowers. Abnormal flower morphology. Completely sterile.  Increased resistance to Pseudomonas syringae pv tomato DC3000 colonization. 72hrs post-innoculation, CFU/leaf disc values were >94% lower tahn WT. Inhibition of infection is correlated with curtailed chlorosis and there fore programmed cell death.  Morphologically indistinguishable to WT. . Increased leaf chlorosis in response to Pseudomonas syringae pv tomato DC3000 innoculation.  Severely stunted growth.   Many plants do not produce seed.  Stunted plants have yellow, curled leaves, purple cotyledons and abnormal flower morphology.  Severity of phenotype is directly correlated with level of overexpression. .	PO:0009046|PATO:0000051|PATO:0000460|PATO:0000274|PATO:0000462|PO:0000003|PATO:0000969|PO:0020122|PATO:0002001|PO:0000013|PO:0025022|PO:0000014|PO:0025025|PATO:0000574|PATO:0000587|GO:0009617|GO:0006413|GO:0046686|GO:0005634|GO:0009611|GO:0012501|GO:0042742|GO:0034050|GO:0003743|PO:0000282|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025281|PO:0000005|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
504	ath	At1g05850|ELP|AT1G05850|POM1|AT1G12090	AT1G05850|POM1|ERH2|ELP1|CTL1|ELP|HOT2|ATCTL1|POM-POM1|ECTOPIC ROOT HAIR 2|ECTOPIC DEPOSITION OF LIGNIN IN PITH 1|CHITINASE-LIKE PROTEIN 1|ECTOPIC DEPOSITION OF LIGNIN IN PITH|SENSITIVE TO HOT TEMPERATURES 2|T20M3.12|T20M3_12|AT1G12090|extensin-like protein|F12F1.3|F12F1_3	Abnormal pith cell morphology. Dwarf. Exaggerated apical hook in the dark. Increased root hair density. Long root hairs. Short hypocotyl in the dark. Short roots. Short roots in the dark. Thick hypocotyl in the dark. Thick roots in the dark. Dwarf. Short roots. Long root hairs with increased density. Abnormal pith cell morphology. Short, thick hypocotyl and roots and exaggerated apical hook in the dark.  Altered cell shape, variety of developmental abnormalities. defect in thermotolerance. Callus-induced roots from the mutant displayed the mutant phenotype when they grew under restrictive conditions. All the mutants responded to a gravitropic stimulus in a manner similar to wild type although the change of the direction of growth was slower than wild type. The greenhouse-grown mutant was slightly dwarfed. When grown on soil, the mutant exhibited reduced growth and smaller leaves. exhibited a decrease in total extractives, and a concomitant increase in total lignins relative to wild-type plants, more H units relative to wild-type lignins in pom1, arabinose was more abundant in the insoluble residue from pom1,. det3/pom1 double mutants were severely compromised with respect to plant growth and development. Many of the det3/pom1 double mutants died before bolting. The pom1/eli1 double mutant was compromised in growth and the rate of development was slow relative to the single mutants. The pom1/eli1 double mutants had very small rosettes, and their leaves accumulated anthocyanins. When grown on media containing 0.5% sucrose, the mutant had reduced root length but no apparent radial cell expansion. Partial reversion of the hypocotyl-elongation defect of pom1-2.	PO:0009002|PO:0006109|PATO:0000051|PATO:0000460|PO:0000003|PATO:0000969|PO:0000012|PATO:0001592|EO:0007270|GO:0035618|PATO:0001788|PATO:0000573|PO:0020100|PATO:0000574|PO:0025025|PATO:0000591|GO:0009651|GO:0010053|GO:0009414|GO:0048046|GO:0009809|GO:0030244|GO:0009408|GO:0010337|GO:0005794|GO:0009825|GO:0043255|GO:0010167|GO:0030247|GO:0009735|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020137|PO:0025022|PO:0025281|PO:0009066|PO:0009067|PO:0009073|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
505	ath	At2g20190|CLASP|AT2G20190|CLIP-associated protein	AT2G20190|ATCLASP|CLASP|CLIP-ASSOCIATED PROTEIN|T2G17.1|T2G17_1|AT2G20190.1	Dwarf. Reduced fertility. Short roots. Dwarf. Short roots. Reduced fertility.  Dwarf. short siliques with fewer seeds. Microtubules in interphase and mitotic microtubule arrays appear less stable and are more sensitive to the microtubule destabilizer, oryzalin.  Buildup of microtubules in the preprophase band and decrease in microtubule lengths in spindles and phragmoplasts are all consistent with the presence of destabilized microtubules. Significant dwarfing at all stages of development compared with wild type.  Cell expansion in leaves, roots and hypocotyls is affected.	PO:0000003|PATO:0000969|PATO:0001834|PO:0025025|PATO:0000574|GO:0007067|GO:0043622|GO:0005886|GO:0009524|GO:0005938|GO:0009506|GO:0007026|GO:0051010|GO:0005876|GO:0016049|GO:0050821|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
506	ath	At1g47720|OSB1|AT1G47720	AT1G47720|OSB1|Organellar Single-stranded|T2E6.21	Abnormal flower morphology. Abnormal leaf morphology. Dwarf. Reduced fertility. Short roots. Variegated leaves. Dwarf. Short roots. Variegated leaves. Abnormal leaf and flower morphology. Reduced fertility.  Retarded root growth, variegated and distorted leaves, distorted flowers, partial sterile, and unviable seeds. Increased number but decreased size of mitochondria.	PO:0009046|PATO:0000051|PATO:0000460|PO:0009025|PO:0000003|PATO:0000969|PATO:0001834|PO:0025025|PATO:0000574|PATO:0001533|GO:0048046|GO:0005739|GO:0000002|GO:0045910|GO:0003697|PO:0000037|PO:0009005|PO:0009009|PO:0009010|PO:0009029|PO:0009031|PO:0009032|PO:0009047|PO:0009052|PO:0025022|PO:0025074|PO:0025281|PO:0000293|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007611|PO:0007616|PO:0007517	Plant PhenomeNET|TAIR
507	ath	At3g20320|TGD2|AT3G20320|ABCI15|ATP-binding cassette I15	AT3G20320|TGD2|ABCI15|trigalactosyldiacylglycerol2|ATP-binding cassette I15|MQC12.6|AT3G20320.1|AT3G20320.2	Dwarf. Slightly pale green. Dwarf. Slightly pale green.  Compared to the wild type, mutant plants were consistently smaller and slightly pale, as was observed for the tgd1-1 mutants. Chlorophyll contents (Chlorophyll per gram of fresh weight) were reduced to a similar extent in the tgd1-1 and tgd2-1 mutants. Mutant plants had aberrant accumulation of oligogalactolipids and triacylglycerols. this was consistent with a disruption of the import of ER-derived lipids into the plastid.	PO:0000003|PATO:0000969|PATO:0001272|GO:0009706|GO:0032365|GO:0009941|GO:0009507|GO:0006869|GO:0016020|GO:0005319|GO:0005543|GO:0009536|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
508	ath	At2g22410|SLO1|AT2G22410	AT2G22410|SLO1|SLOW GROWTH 1|F14M13.19|F14M13_19	Dwarf. Slow growth. Dwarf. Slow growth.	PO:0000003|PATO:0000969|GO:0040007|PATO:0000911|GO:0008150|PO:0000037|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0025022|PO:0000084|PO:0000293|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007611|PO:0007616|PO:0007057	Plant PhenomeNET|TAIR
509	ath	At5g23290|PFD5|AT5G23290	AT5G23290|PFD5|prefoldin 5|MKD15.15|MKD15_15	Abnormal microtubule development. Abnormal pavement cell morphology. Dark green. Dwarf. Late flowering. Sensitive to salt. Short hypocotyl. Slow growth. Dwarf. Slow growth. Dark green. Short hypocotyl. Late flowering. Abnormal pavement cell morphology and microtubule development. Sensitive to salt.	GO:0000226|PATO:0001236|PATO:0000460|PO:0000332|PATO:0000051|PO:0000003|PATO:0001249|PATO:0000969|GO:0010228|PATO:0000502|PATO:0001549|CHEBI:24866|EO:0007185|PO:0020100|PATO:0000574|GO:0040007|PATO:0000911|GO:0005829|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
510	ath	At5g22350|ELM1|AT5G22350	AT5G22350|ELM1|ELONGATED MITOCHONDRIA 1|MWD9.14|MWD9_14	Dwarf. Elongated mitochondria. Slow growth. Dwarf. Slow growth. Elongated mitochondria.  homozygotes show elongated mitochondria. Slow growing and slightly smaller than WT. Early bolting. Severely elongated mitochondria, often forming an interconnected network. Some small, discrete mitochondria are found in each cell. Mitochondrial movement is normal.	PO:0000003|PATO:0000969|GO:0005739|PATO:0001154|GO:0040007|PATO:0000911|GO:0000266|GO:0033365|GO:0005741|PO:0000293	Plant PhenomeNET|TAIR
511	ath	At3g59380|FTA|AT3G59380	AT3G59380|FTA|PLP|ATFTA|PFT/PGGT-IALPHA|farnesyltransferase A|PLURIPETALA|F25L23.240|FARNESYLTRANSFERASE SUBUNIT A	Dwarf. Increased floral organ number. Large shoot meristem. Late flowering. Low penetrance of fasciated inflorescences. Low penetrance of fasciated stems. Reduced fertility. Slow growth. Dwarf. Slow growth. Low penetrance of fasciated stems and inflorescences. Increased floral organ number. Reduced fertility. Late flowering. Large shoot meristem.  enlarged shoot apical meristems. increased number of floral organs including sepal, petal, stamen and carpel. reduced lobing of epidermal leaf cells. short stems. retarded plant growth. late flowering. fewer seeds.	PO:0000003|PATO:0000969|PO:0009046|PATO:0002002|PO:0025395|PO:0006079|PATO:0000586|GO:0010228|PATO:0000502|PO:0009049|PATO:0000949|PO:0009047|PATO:0001834|GO:0040007|PATO:0000911|GO:0005953|GO:0018344|GO:0018343|GO:0046982|GO:0018342|GO:0008360|GO:0009788|GO:0005965|GO:0009414|GO:0005515|GO:0048509|GO:0008318|GO:0004311|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
512	ath	At1g49970|ClpR1|AT1G49970|CLPR1|CLP protease proteolytic subunit 1	AT1G49970|CLPR1|NCLPP5|SVR2|CLP protease proteolytic subunit 1|NUCLEAR CLPP 5|SUPPRESSOR OF VARIEGATION 2|F2J10.14|F2J10_14|AT1G49970.1	Abnormal chloroplast morphology. Dwarf. Necrotic leaves. Slow growth. Dwarf. Slow growth. Necrotic leaves. Abnormal chloroplast morphology.	GO:0009507|PATO:0000051|PATO:0000460|PO:0000003|PATO:0000969|PO:0009025|PATO:0000647|GO:0040007|PATO:0000911|GO:0009570|GO:0009534|GO:0009840|GO:0009941|GO:0009532|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
513	ath	At5g49510|PFD3|AT5G49510	AT5G49510|PFD3|prefoldin 3|K6M13.5|K6M13_5	Abnormal microtubule development. Abnormal pavement cell morphology. Dwarf. Late flowering. Sensitive to salt. Short hypocotyl. Slightly darker green. Slow growth. Dwarf. Slow growth. Slightly darker green. Short hypocotyl. Late flowering. Abnormal pavement cell morphology and microtubule development. Sensitive to salt.	GO:0000226|PATO:0001236|PATO:0000460|PO:0000332|PATO:0000051|PO:0000003|PATO:0000969|GO:0010228|PATO:0000502|PATO:0001549|CHEBI:24866|EO:0007185|PO:0020100|PATO:0000574|PATO:0001249|GO:0040007|PATO:0000911|GO:0005829|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
514	ath	At2g28110|FRA8|AT2G28110	AT2G28110|FRA8|IRX7|FRAGILE FIBER 8|IRREGULAR XYLEM 7|F24D13.10|F24D13_10	Anther defects. Dwarf. Pollen defects. Small flowers. Small leaves. Small siliques. Sterile. Dwarf. Small leaves, flowers, and siliques. Sterile due to anther and pollen defects.  Dramatic reduction in fiber wall thickness of a vessel member cells, a decrease in stem strength, and alteration of the overall growth were observed in mutated plants. Comparative analyses of cell wall polysaccharide fractions from fra8 and wild-type stems showed that the xylan and cellulose contents are drastically reduced in fra8, whereas xyloglucan and pectin are elevated. Inflorescence stems were shorter in height, and rosette leaves smaller in size. Mild wilty phenotype was sometimes found in greenhouse conditions.	PO:0009066|PATO:0000051|PATO:0000460|PO:0000003|PATO:0000969|PO:0025281|PATO:0001241|PO:0009046|PATO:0000587|PO:0009025|PO:0009001|PATO:0000274|PATO:0000462|GO:0010417|GO:0009834|GO:0005794|PO:0000230|PO:0009005|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009047|PO:0020100|PO:0025022|PO:0000035|PO:0000036|PO:0005352|PO:0007115|PO:0007611|PO:0007616|PO:0007131	Plant PhenomeNET|TAIR
515	ath	At5g56580|MKK6|AT5G56580	AT5G56580|ATMKK6|ANQ1|MKK6|ARABIDOPSIS THALIANA MAP KINASE KINASE 6|ARABIDOPSIS NQK1|MAP kinase kinase 6|MIK19.2|MIK19_2	Cell outgrowths on root epidermis. Dwarf. Rough cotyledons. Short roots. Small leaves. Dwarf. Small leaves. Short roots. Rough cotyledons. Cell outgrowths on root epidermis.	PO:0006036|PATO:0001598|PO:0000003|PATO:0000969|PO:0020030|PATO:0000700|PO:0025025|PATO:0000574|PO:0009025|PATO:0000587|GO:0005515|GO:0004708|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
516	ath	At5g12210|RGBT1|AT5G12210|RGTB1|RAB geranylgeranyl transferase beta subunit 1	AT5G12210|AtRGTB1|RGTB1|RAB geranylgeranyl transferase beta subunit 1|MXC9.17|MXC9_17|AT5G12210.1|AT5G12210.2	Abnormal flower morphology. Dwarf. Increased branching. Reduced fertility. Small rosette leaves. Dwarf. Small rosette leaves. Increased branching. Abnormal flower morphology. Reduced fertility.	PO:0009046|PATO:0000051|PATO:0000460|PO:0000003|PATO:0000969|PO:0009006|PATO:0002002|PO:0025073|PATO:0001834|PO:0000014|PATO:0000587|GO:0005829|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
517	ath	At1g02730|ATCSLD5|AT1G02730|CSLD5	AT1G02730|ATCSLD5|CSLD5|SOS6|cellulose synthase-like D5|CELLULOSE SYNTHASE LIKE D5|SALT OVERLY SENSITIVE 6|T14P4.29	Dwarf. Short roots. Small rosette. Dwarf. Small rosette. Short roots.	PO:0000003|PATO:0000969|PO:0025025|PATO:0000574|PO:0025022|PATO:0000587|GO:0010583|GO:0009414|GO:0051753|GO:0005794|GO:0009651|GO:0048367|GO:0042546|GO:0006970|GO:0046527|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0005598|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
518	ath	At1g49040|SCD1|AT1G49040	AT1G49040|SCD1|STOMATAL CYTOKINESIS-DEFECTIVE 1|F27J15.17|F27J15_17	Abnormal root hair development. Abnormal stomata development. Abnormal trichome development. Altered leaf pavement cell shape. Dwarf. Flower bud development arrests. Short roots. Small rosette. Sterile. Dwarf. Small rosette. Short roots. Flower bud development arrests. Sterile. Abnormal stomata, root hair, and trichome development. Altered leaf pavement cell shape.  Temperature-sensitive mutant exhibiting defects in cytokinesis (missing and partial cell walls. cell wall stubs) in stomata and other epidermal cells at the non-permissive temperature (22�C and higher). defects in seedling development, leaf expansion and flower morphology. Defective in stomatal cytokinesis.	GO:0080147|PATO:0001236|PATO:0000460|GO:0010374|GO:0010090|PO:0000282|PO:0025212|PATO:0000051|PO:0000003|PATO:0000969|GO:0009908|PO:0000056|PATO:0000297|PO:0025025|PATO:0000574|PO:0025022|PATO:0000587|PO:0009046|PATO:0000274|PATO:0000462|GO:0000911|GO:0010235|GO:0009825|PO:0000013|PO:0000014|PO:0009005|PO:0000037|PO:0000230|PO:0008019|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
519	ath	At4g35450|ARK2A|AT4G35450|AKR2|ankyrin repeat-containing protein 2	AT4G35450|AKR2|AFT|AKR2A|ankyrin repeat-containing protein 2|F15J1.20|F15J1_20|AT4G35450.1|AT4G35450.2|AT4G35450.3|AT4G35450.4	Curled rosette leaves. Dwarf. Late flowering. Small rosette leaves. Dwarf. Small, curled rosette leaves. Late flowering.	PO:0000014|PATO:0000406|PO:0000003|PATO:0000969|GO:0010228|PATO:0000502|PATO:0000587|GO:0045036|GO:0031359|GO:0006457|GO:0046686|GO:0005634|GO:0009816|GO:0009791|GO:0005737|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131|PO:0001016|PO:0001017|PO:0001170	Plant PhenomeNET|TAIR
520	ath	At3g53760|GCP4|AT3G53760	AT3G53760|GCP4|ATGCP4|GAMMA-TUBULIN COMPLEX PROTEIN 4|F5K20.60	Dwarf. Sterile. Dwarf. Sterile.	PO:0000003|PATO:0000969|PO:0009046|PATO:0000274|PATO:0000462|GO:0043622|GO:0005515|GO:0009506|GO:0040007|GO:0045298|GO:0007020|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009030|PO:0009031|PO:0009032|PO:0009052|PO:0020100|PO:0020137|PO:0025022|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007103|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
521	ath	At5g54260|MRE11|AT5G54260	AT5G54260|MRE11|ATMRE11|MEIOTIC RECOMBINATION 11|ARABIDOPSIS MEIOTIC RECOMBINATION 11|MDK4.8|MDK4_8	Dwarf. Long telomeres. Sensitive to MMS (inducer of genotoxic stress). Sensitive to x-rays. Sterile. Dwarf. Sterile. Long telomeres. Sensitive to genotoxic stress.  High levels of double-strand breaks. Hyperaccumulation of  AtSPO11-1 in meiocytes. The mutant showed vegetative growth defects and sterility. . Hypersensitivity to DNA damage, elongated telomeres.	PO:0000003|PATO:0000969|GO:0000781|PATO:0000573|PATO:0001549|CHEBI:25255|EO:0007149|GO:0010165|PATO:0001551|EO:0007628|PO:0009046|PATO:0000274|PATO:0000462|GO:0000795|GO:0000785|GO:0000791|PO:0000037|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009031|PO:0009052|PO:0020038|PO:0025022|PO:0000293|PO:0001078|PO:0001081|PO:0004507|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
522	ath	At3g06910|ELS1|AT3G06910|ULP1A	AT3G06910|ULP1A|ELS1|AtULP1a|UB-like protease 1A|ESD4-LIKE SUMO PROTEASE 1|F17A9.6	Dwarf. Thin inflorescence stems. Dwarf. Thin inflorescence stems.	PO:0000003|PATO:0000969|PO:0020122|PATO:0000592|GO:0009506|GO:0016926|GO:0016929|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
523	ath	At3g01020|ISU2|AT3G01020	AT3G01020|ISU2|ATISU2|ISCU-like 2|T4P13.30|T4P13_30	Dwarf. Increased branching. Thin inflorescence stems. Dwarf. Thin inflorescence stems. Increased branching.	PO:0000003|PATO:0000969|PO:0009006|PATO:0002002|PO:0025073|PO:0020122|PATO:0000592|GO:0016226|GO:0005739|PO:0009032|PO:0009046|PO:0025022|PO:0025281|PO:0025195|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
524	ath	At4g22220|ISU1|AT4G22220	AT4G22220|ISU1|ATISU1|T10I14.50|T10I14_50	Dwarf. Increased branching. Thin inflorescence stems. Dwarf. Thin inflorescence stems. Increased branching.	PO:0000003|PATO:0000969|PO:0009006|PATO:0002002|PO:0025073|PO:0020122|PATO:0000592|GO:0016226|GO:0005739|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
525	ath	At1g74720|QKY|AT1G74720	AT1G74720|QKY|MCTP15|QUIRKY|multiple C2 domain and transmembrane region protein 15|F25A4.35|F25A4_35	Abnormal floral phyllotaxy. Dwarf. Twisted inflorescence. Twisted leaves. Twisted petals. Twisted stems. Dwarf. Twisted leaves, inflorescence stems, and petals. Abnormal floral phyllotaxy.	PO:0009046|PATO:0000060|PATO:0000460|PO:0000003|PATO:0000969|PO:0020122|PATO:0002445|PO:0009025|PO:0009032|GO:0005886|GO:0009506|GO:0048513|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
526	ath	At5g10250|DOT3|AT5G10250	AT5G10250|DOT3|DEFECTIVELY ORGANIZED TRIBUTARIES 3|F18D22.20|F18D22_20	Abnormal leaf venation. Dwarf. Very short primary root. Dwarf. Very short primary root. Abnormal leaf venation.  dot3-2 mutants are dwarved plants with reduced fertility compared to wild type Arabidopsis plants. dot3-1 mutants are dwarfed plants that have a parallel venation pattern defect in their leaves and abnormal vein loop patterns in their cotyledons. Primary root growth is significantly inhibited in dot3-1 mutants, but, they can produce lateral and adventitious roots.	PO:0000036|PATO:0000060|PATO:0000460|PO:0000003|PATO:0000969|PO:0020127|PATO:0000574|GO:0080022|GO:0048367|GO:0010588|GO:0010305|GO:0010087|PO:0000017|PO:0000293	Plant PhenomeNET|TAIR
