id	species	gene_names	gene_synonyms	description	term_ids	sources
46	ath	At5g16530|PIN5|AT5G16530	AT5G16530|PIN5|PIN-FORMED 5|MQK4.28|MQK4_28	Abnormal hypocotyl growth. Abnormal root growth. Insensitive to IAA. Abnormal hypocotyl and root growth. Insensitive to IAA.  Defective in lateral root initiation as well as in root and hypocotyl growth. root growth less sensitive to low concentrations of IAA.	GO:0040007|PO:0020100|PATO:0001236|PATO:0000460|GO:0048364|PO:0000003|PATO:0000513|CHEBI:16411|EO:0007074|GO:0005783|GO:0010252|GO:0080162|GO:0009555|GO:0080161|PO:0000013|PO:0000037|PO:0000230|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0020137|PO:0025022|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
47	ath	At2g46970|PIL1|AT2G46970		Abnormal cotyledon size under far-red light. Abnormal cotyledon size under red light. Abnormal hypocotyl length under far-red light. Abnormal hypocotyl length under red light. Abnormal hypocotyl length and cotyledon size under red and far-red light.  As in the La-er ecotype (mutant background Col), a single exposure of knockout mutant seedlings to 2 h of low R/FR at subjective dusk is sufficient to induce a significant promotion of hypocotyl elongation, whereas a similar treatment at subjective dawn leads to an inhibition of elongation. Mutant seedlings exhibit a significant shift (~6 h) in the phase of the circadian rhythm of hypocotyl elongation responses to low R/FR. The mutant seedlings display a marked attenuation of the maximal promotion of elongation by transient low R/FR and an increase in the magnitude of the growth inhibition caused by transient low R/FR at subjective dawn. The circadian-associated phenotypes, including flowering time and red light sensitivity during early photomorphogenesis (i.e. elongation of  hypocotyls) are identical between wild type and mutant. Under FRc conditions, the length mutant hypocotyls is increased compared to that of wild-type plants.  Under Rc conditions, the hypocotyl length is also increased and the cotyledon area is smaller.	PO:0020030|PATO:0000117|PATO:0000460|EO:0007203|EO:0007207|PO:0020100|PATO:0000122|GO:0006355|GO:0009641|GO:0010017|GO:0005515	Plant PhenomeNET|TAIR
48	ath	At3g11430|GPAT5|AT3G11430	AT3G11430|ATGPAT5|GPAT5|GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 5|F24K9.10	Abnormal insoluble lipid polyester biosynthesis.  The mutant has a 50% reduction in aliphatic suberin in young roots, and several fold reduction in aliphatic suberin monomers in seed coats. The seed coats are more fragile, have a darker appearance, and increased permeability to dyes. The mutant seeds have a reduced germination rate under high salt. The seedlings have lower tolerance to salt stress.	GO:0009058|CHEBI:60160|PATO:0001236|PATO:0000460|GO:0010345|GO:0090447|PO:0009005|PO:0009009|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0020100|PO:0025022|PO:0025281|PO:0009066|PO:0009088|PO:0001185|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
49	ath	At1g23420|INO|AT1G23420	AT1G23420|INO|INNER NO OUTER|F26F24.29|F26F24_29	Abnormal integuments.  Strong allele. ovule defective. outer integument fails to initiate on the abaxial side of the ovule, subsequent outer integument development is not observed, a protuberance appears on the adaxial side of the ovule and undergoes limited expansion. essentially female sterile. no visible alterations in other aspects of ovule, flower or vegetative development. Weak allele. ovule defective. female sterile. outer integument  initiates in the correct location on the abaxial side of an ovule primordium, however, subsequent growth of the outer integument is reduced, and the outer integument fails to completely enclose the inner integument and nucellus, a protuberance appears on the adaxial side of the ovule, undergoes limited expansion and is partially covered by the reduced outer integument. no visible alterations in other aspects of ovule, flower or vegetative development. segregating for glabrous phenotype (lacks trichomes on leaves and stems). Outer integument of the ovule is absent and the inner integument is replaced by a relatively amorphous collar-like structure.	PO:0020021|PATO:0000051|PATO:0000460|GO:0048481|GO:0005515|GO:0005634|GO:0009944|PO:0000018|PO:0009009|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0025022|PO:0001185|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
50	ath	At5g41410|BEL1|AT5G41410	AT5G41410|BEL1|BELL 1|MYC6.12|MYC6_12	Abnormal integuments.  female sterile. malformed ovules. only a single integument-like structure formed in place of integuments (which develops into a collar of tissue). delayed senescence, high development of axillary buds leading to a highly branched inflorescence. female sterile. defective ovule development. inner integument fails to develop and outer integument is replaced by an abnormal collar of tissue which fails to fully enclose the nucellus. occasionally, integument-like structures can develop into carpel-like structures having secondary abnormal ovules - embryo sac does not fully develop in these ovules. Female sterile. Homeotic conversion of ovules to carpel like structures.	PO:0020021|PATO:0000051|PATO:0000460|GO:0005515|GO:0009506|GO:0048481|GO:0005829|GO:0005634|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0020003|PO:0000293|PO:0000018|PO:0001054|PO:0001078|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
51	ath	At1g17560|HLL|AT1G17560	AT1G17560|HLL|HUELLENLOS|F1L3.27|F1L3_27	Abnormal integuments. Female sterile. Abnormal integuments. Female sterile.  Female-sterile, integuments mostly absent, ovules senesce prior to full development, small gynoecium, short stamens, reduced male fertility, Reduced germination frequency. Reduced plant vigor. Abnormal ovule development.	PO:0020021|PATO:0000051|PATO:0000460|PO:0009062|PATO:0000277|PATO:0000462|GO:0005739|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007098|PO:0007103|PO:0007115|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
52	ath	At2g20610|SUR1|AT2G20610|SUPERROOT 1	AT2G20610|SUR1|HLS3|RTY|ALF1|RTY1|SUPERROOT 1|HOOKLESS 3|ROOTY|ABERRANT LATERAL ROOT FORMATION 1|ROOTY 1|F23N11.7|F23N11_7|AT2G20610.1|AT2G20610.2	Abnormal lateral root formation.  Small, pale and fertile plants. wei2-1 partially suppresses rty1-1 phenotype. Segregates 1/4 of rty-like seedlings with epinastic cotyledons and numerous adventicious roots. double mutant plants are comparable to rty1-1 single mutants and adults are lethal. Segregates triple mutant plants. ethylene insensitivity of wei8 tar2 seedlings is partially alleviated by rty1. adult triple mutant plants are lethal. Segregates rty1-1 at less than 1/4, rty1-1 homozygotes show elevated DR5:GUS expression. phenotypic effects are best seen on 10 day old plants in soil, 5-7 day light-grown tissue cultures or 3 day dark-grown tissue cultures. mutant plants have short hypocotyls. leaves become chlorotic. epinastic cotyledons and true leaves. extreme proliferation of roots, inhibition of shoot growth. adventitious root meristems on hypocotyls and true leaves. for tissue in the dark, short, hookless hypocotyls and short roots are observed. increased IAA concentrations. rty seedlings are partially rescued by exogenous cytokinin.	GO:0010311|PATO:0001236|PATO:0000460|GO:0019761|GO:0001560|GO:0016020|GO:0016846|GO:0009684|GO:0048830|GO:0080108|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
53	ath	At5g18560|PUCHI|AT5G18560	AT5G18560|PUCHI|T28N17.40|T28N17_40	Abnormal lateral root formation.  shorter visible lateral roots at 9 days after germination. The proximal region of each lateral root in the mutant is significantly swollen and often bent. Growth and morphology of the primary root of the puchi mutant is normal.	GO:0010311|PATO:0001236|PATO:0000460|GO:0009908|GO:0010582|GO:0010102|GO:0005634|GO:0010432|GO:0010451|PO:0000013|PO:0000037|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009062|PO:0000016|PO:0020127|PO:0000084|PO:0025195|PO:0000229|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007098|PO:0007103|PO:0007115|PO:0007611|PO:0007616|PO:0001017|PO:0007601|PO:0007602	Plant PhenomeNET|TAIR
54	ath	At3g17170|RFC3|At1g77470|EMB2810|AT3G17170|AT1G77470	AT1G77470|RFC3|RFC5|EMB2810|replication factor C subunit 3|replication factor C 5|EMBRYO DEFECTIVE 2810|T5M16.6|T5M16_6|AT3G17170|REGULATOR OF FATTY-ACID COMPOSITION 3|K14A17.25	Abnormal lateral root formation in response to sucrose. Dwarf. Embryo defective-Preglobular. Narrow leaves. Narrow petals. Reduced fertility. Resistant to disease. Sensitive to SA. Null: Embryo defective. Preglobular. Knockdown: Dwarf. Narrow leaves and petals. Reduced fertility. Sensitive to SA. Resistant to disease.  altered composition of fatty acids in roots and seeds: increased oleic acid (18:0) and decreased linoleic (18:2) and linolenic (18:3) acids. fatty acid composition in leaves is similar to wt. produces lateral-root-primordium-like structures but does not form mature lateral roots.	GO:0010311|PATO:0001236|PATO:0000460|EO:0001015|PO:0000003|PATO:0000969|PO:0009009|PATO:0000051|PO:0009025|PATO:0000599|PO:0009032|PATO:0001834|GO:0009814|PATO:0001552|EO:0007357|PATO:0001549|CHEBI:16914|EO:0007187|GO:0031348|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
55	ath	At3g50060|MYB77|AT3G50060	AT3G50060|MYB77|myb domain protein 77|F3A4.140	Abnormal lateral root number in response to IAA. Abnormal lateral root number in response to IAA .  Reduced density of lateral roots. Decreased density of lateral roots. Synergistic interaction.	PO:0025025|PATO:0002083|PO:0020121|EO:0007074|GO:0048527|GO:0005515|GO:0009723|GO:0010200|GO:0009751|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0003011|PO:0020123|PO:0025256|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
56	ath	At5g27150|NHX1|AT5G27150|Na+/H+ exchanger 1	AT5G27150|NHX1|ATNHX|AT-NHX1|ATNHX1|Na+/H+ exchanger 1|T21B4.60|T21B4_60|NA(+)/H(+) ANTIPORTER|AT5G27150.1	Abnormal leaf growth.  Reduced monovalent cation-dependent proton transport activity.  Vacuoles isolated from leaves had a much lower Na+/H+ exchange activity.  Altered leaf development, with a reduction in the frequency of large epidermal cells and a reduction in overally leaf area compared to wt plants.	GO:0010338|PATO:0001236|PATO:0000460|GO:0006814|GO:0000325|GO:0005774|GO:0009651|GO:0010351|GO:0015385|GO:0005886|GO:0005515|GO:0005773|GO:0048366|GO:0055075|GO:0090333|GO:0015081|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
57	ath	At1g07630|PLL5|AT1G07630	AT1G07630|PLL5|pol-like 5|F24B9.31|F24B9_31	Abnormal leaf morphology.  Abnormal leaf shape- semidominant.	PO:0009025|PATO:0000051|PATO:0000460|GO:0005886|GO:0048366|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
58	ath	At2g28890|PLL4|AT2G28890	AT2G28890|PLL4|poltergeist like 4|F8N16.18|F8N16_18|PROTEIN PHOSPHATASE 2C	Abnormal leaf morphology.  Abnormal leaf shape and size.	PO:0009025|PATO:0000051|PATO:0000460|GO:0048366|GO:0005886|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
59	ath	At5g03790|LMI1|AT5G03790|HB51	AT5G03790|ATHB51|LMI1|HB51|LATE MERISTEM IDENTITY1|homeobox 51|F17C15.210	Abnormal leaf morphology. Base of rosette divided into leaflets. Abnormal leaf morphology. Base of rosette divided into leaflets.  No significant meristem identity defects or flowering time defects. Rosette leaves are divided at the base and form one or two leaflets. Enhanced meristem identity defect with respect to single lfy-10 mutant.  More secondary inflorescences formed, more bracts formed.  No enhancement of floral homeotic defects of lfy-10. lmi1-1 enhances meristem identity defects, strong increase in number of secondary inflorescences and bracts compared with lfy-10/+.	PO:0009025|PATO:0000051|PATO:0000460|PO:0000014|PATO:0001786|GO:0043565|GO:0009965|GO:0010434|GO:0010582|GO:0048510|GO:0045893|PO:0000037|PO:0009009|PO:0009010|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0025022|PO:0009001|PO:0009005|PO:0009047|PO:0000229|PO:0020128|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
60	ath	At3g04580|EIN4|AT3G04580	AT3G04580|EIN4|ETHYLENE INSENSITIVE 4|F7O18.5|F7O18_5	Abnormal leaf morphology. Insensitive to ethylene. Abnormal leaf morphology. Insensitive to ethylene.  ethylene insensitive.	PO:0009025|PATO:0000051|PATO:0000460|PO:0000003|PATO:0000513|CHEBI:18153|EO:0007068|GO:0004674|GO:0051740|GO:0004872|GO:0005783|GO:0010105|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0025034|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131	Plant PhenomeNET|TAIR
61	ath	At5g67590|FRO1|AT5G67590	AT5G67590|FRO1|NDUFS4|FROSTBITE1|NADH:ubiquinone oxidoreductase Fe-S protein4|K9I9.16|K9I9_16	Abnormal leaf morphology. Reduced acclimation to low temperature. Abnormal leaf morphology. Reduced acclimation to low temperature.  Reduced capacity for cold acclimation, altered leaf morphology.	PO:0009025|PATO:0000051|PATO:0000460|GO:0009631|PATO:0000911|GO:0005739|GO:0005747|GO:0050897|GO:0006970|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
62	ath	At3g52280|GTE6|AT3G52280	AT3G52280|GTE6|general transcription factor group E6|T25B15.50	Abnormal leaf shape.  Round, shorter leaves. Defect in transition from juvenile to adult leaf shape.	PO:0009025|PATO:0000051|PATO:0000460|GO:0005634|GO:0006338|GO:0004402|PO:0000293	Plant PhenomeNET|TAIR
63	ath	At1g68480|JAG|AT1G68480	AT1G68480|JAG|JAGGED|T26J14.5|T26J14_5	Abnormal leaf  morphology. Abnormal petal morphology. Abnormal sepal morphology. Abnormal stamen morphology. Abnormal leaf, sepal, petal, and stamen morphology.  Plants with abnormally shaped organs including: serrated leaves (jagged edges), sepals contain cells of more homogenized shapes rather than the different sizes in wild-type, petals lack most of the blade region, slightly abnormal anthers and elongated style region that often causes splitting of the stigmatic region of the gynoecium. Vegetative organs have serrated margins.  Defects most pronounced in blade region.  Floral organs mostly affected in distal parts. Flowers subtended by bracts. In homozygotes, flowers often converted to leafy inflorescences. Strong enhancement of defects in leaf, stamen and carpel development compared with jag single mutants. Leaves have a serrated edge.  Sepals and petals are narrower and shorter than wt.  Mutant sepals develop jagged tissue at the tip.  Anthers are reduced with an altered shape and produce less pollen than wt.	PO:0009025|PATO:0000051|PATO:0000460|PO:0009032|PO:0009031|PO:0009029|GO:0010158|GO:0048653|GO:0048440|GO:0009965|GO:0005634|GO:0048443|GO:0009908|GO:0010093|PO:0000015|PO:0000017|PO:0000021|PO:0004703|PO:0004704|PO:0004705|PO:0000037|PO:0009009|PO:0009010|PO:0009046|PO:0009052|PO:0025022|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
64	ath	At1g66840|WEB2|AT1G66840|PMI2	AT1G66840|PMI2|WEB2|plastid movement impaired 2|WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 2|F4N21.22|F4N21_22	Abnormal light-responsive chloroplast movement.	GO:0009507|PATO:0001906|PATO:0000460|EO:0007196|GO:0009904|GO:0005515|GO:0009903|GO:0009637|GO:0005829|PO:0000013|PO:0000037|PO:0008019|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000014|PO:0009005|PO:0000293|PO:0001054|PO:0001078|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
65	ath	At2g26570|WEB1|AT2G26570|WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1	AT2G26570|WEB1|WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1|T9J22.24|T9J22_24|AT2G26570.1	Abnormal light-responsive chloroplast movement.	GO:0009507|PATO:0001906|PATO:0000460|EO:0007196|GO:0005886|GO:0005515|GO:0009904|GO:0009903|GO:0005829|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017	Plant PhenomeNET|TAIR
66	ath	At4g05190|AtK5|AT4G05190|ATK5|kinesin 5	AT4G05190|ATK5|kinesin 5|C17L7.110|C17L7_110|AT4G05190.1	Abnormal mitotic spindle morphogenesis.  Defect during early spindle formation. Beginning during prophase and lasting until late prometaphase, spindles of atk5-1 plants become abnormally elongated, are frequently bent, and have splayed poles by prometaphase. The period of spindle elongation during prophase and prometaphase is prolonged in atk5-1 cells.	GO:0072686|PATO:0001241|PATO:0000460|GO:0003777|GO:0000226|GO:0051225|GO:0005876|GO:0005634|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0020030|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
67	ath	At2g47760|ALG3|AT2G47760	AT2G47760|ALG3|AtALG3|asparagine-linked glycosylation 3|Arabidopsis thaliana asparagine-linked glycosylation 3|F17A22.15	Abnormal N-glycan composition. Abnormal N-glycan composition. No other phenotypes detected.  Attenuated calcium signaling response after MAMP exposure. Reduced ROS accumulation, flg22 induced MAPK activation. More resistant to MAMP induced growth inhibition.	PO:0000003|PATO:0000025|PATO:0000460|CHEBI:59520|GO:0006486|GO:0000033|GO:0005783|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
68	ath	At5g21150|AGO9|AT5G21150|ARGONAUTE 9	AT5G21150|AGO9|ARGONAUTE 9|T10F18.180|T10F18_180|AT5G21150.1	Abnormal ovule morphology (no effect on fertility). Increased percentage of abnormal ovules in homozygotes. Abnormal ovule morphology (no effect on fertility). Homozygotes are viable: Increased percentage of abnormal ovules.  A proportion of pre-meiotic ovules have two MMCs and have several abnormally enlarged sub-epidermal cells.Plants are fertile and show no signs of ovule or seed abortion.	PO:0020003|PATO:0000051|PATO:0000460|GO:0048481|GO:0005737|GO:0010529|GO:0035197|PO:0000037|PO:0009009|PO:0009010|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0025022|PO:0000005|PO:0000084|PO:0025195|PO:0025281|PO:0020047|PO:0001078|PO:0001185|PO:0004507|PO:0007611|PO:0007616|PO:0001017|PO:0001026|PO:0007619	Plant PhenomeNET|TAIR
