	id	species	gene_names	gene_synonyms	description	term_ids	sources
4481	4481	ath	AT1G23380		Partially rescues the downward orientation of siliques characteristic of bp single mutants. Rescue of partial loss of apical dominance phenotype characteristic of bp mutants. Short plants, although taller than bp single mutants. Partial rescue of primary inflorescence stem internode length characteristic of bp single mutants. Partially suppresses pny.bp phenotypes such as dwarfism, loss of apical dominance and silique orientation. Fully rescues downward orientation of siliques characteristic of bp single mutants. Shorter than WT. Rescuse partial loss of apical dominance characteristic of single bp mutants. Partial rescue of primary inflorescence internode length characteristic of bp single mutants. Similar to knat6.bp.pny except htat shows greater suppression on bp pny silique orientation defects. WT.		TAIR
4480	4480	ath	AT1G23320		No visible phenotype. Weakly ethylene insensitive in roots of 3-day-old dark-grown seedlings. Segragegates ~1/4 of monopteros-like seedlings (wei8-1 tar1-1 tar2-1 triple mutant plants), ~1/2 of seedlings with moderately ethylene-insensitive roots after 3 days in the dark (wei8-1 tar1-1 tar2-1/+), and ~1/4 of weakly ethylene insensitive seedlings (wei8-1 tar1-1 double mutant plants). triple mutant plants do not survive on soil. Segragegates ~1/4 of monopteros-like seedlings (wei8-1 tar1-1 tar2-2 triple mutant plants), ~1/2 of seedlings with moderately ethylene-insensitive roots after 3 days in the dark (wei8-1 tar1-1 tar2-2/+), and ~1/4 of weakly ethylene insensitive seedlings (wei8-1 tar1-1 double mutant plants). some of the triple mutant plants survive on soil and adults show reduced apical dominance, venation defects, abnormal flowers and sterility. Plants show constitutive triple response in the absence of ethylene (ctr1-like phenotype). tar1-1 single mutant shows no visible phenotype. DR5:GUS expression is indistinguishable from DR5:GUS in Col background. This mutant does not have any obvious morphological defects and it responds normally to ACC and IAA in hypocotyl and root elongation assays. These triple mutants do not make a primary root, they have an extremely reduced hypocotyl, and they lack discernible vasculature in their cotyledons. These mutants have a higher propensity to develop a single cotyledon than wild-type embryos.		TAIR
4479	4479	ath	AT1G23260		Unlike uev1d-1 mutants, uev1a-1 mutants show wild type rates of germination in the presence of the DNA damaging agent MMS.		TAIR
4478	4478	ath	AT1G23080		No visible phenotype.		TAIR
4477	4477	ath	AT1G23030		On control medium, displayed shorter roots than wild type.  On MeJA medium, hypersensitivity to the additive was shown with even shorter roots. No visible phenotype.		TAIR
4476	4476	ath	AT1G22950		Leaf incurvature, early flowering, and reduced palisade mesophyll cell size, unfertilized ovules. Seedlings lacked rosette leaves, skipped vegetative growth, flowered upon germination, generating small, sterile flowers, involute cotyledons, aberrant floral tissues comprising a mixture of stamens, carpels, stigma and ovules.		TAIR
4475	4475	ath	AT1G22870		Shorter primary roots, shorter shoots. Tiny shoots. Growth retardation.		TAIR
4484	4484	ath	AT1G24260		Early flower mutant phenotypes are lessened in later-arising flowers which appear more normal whilst still displaying significant perturbations of organ development. Gynoecium  often supported by an elongated gynophore. Many flowers display a loss of fourth whorl determinancy. Profound changes in early arising flowers. Both organ numbers and organ identity are affected in a highly variable manner. Stellate trichomes are frequently observed on carpels (never on wild-type). Adaxial epidermal cells have a slightly irregular edge, indicating a partial adoption of leaf fate. All flower organs resemble sepals. The second whorl has four green sepal-like organs (instead of four white petals) which are differentiated of interspersed stomata and the conversion of nearly all of the cells into sepal cells. Sepals replace stamens in the third whorl. The fourth whorl is a reiteration of whorls 1, 2 and 3. All flower organs are converted to leaf-like organs, most strikingly on their adaxial surface. Abaxial epidermal cells are made up of a mixture of leaf- and sepal-like characteristics. Leaf characteristics include an abundance of branched trichomes. Normal flowers apart from a reduction in the number of stamens. Adaxial surface of first whorl organs are unaffected. Non-described subtle phenotype.		TAIR
4544	4544	ath	AT1G35560		Increased blade length, blade width, blade perimeter, and blade area compared to wildtype. No visible phenotype. Fewer, but larger rosette leaves compared to wildtype.		TAIR
4545	4545	ath	AT1G35620		The mutant shows ABA insensitivity in stomatal movement, including promotion of stomatal closure and inhibition of stomatal opening. The detached leaves of the mutant lose more water than those of the wild-type plants under dehydration condition. both young seedlings and mature plants of the mutant have lower capacity to conserve water during drought stress in comparison with wild-type plants. The ROS levels increase in the mutant in comparison with wild-type plants in both the whole leaves and in guard cells. Treatment with low concentrations of ABA reduces ROS levels in both whole leaves(1 to 10 uM ABA application) and in guard cells(5 uM ABA application) in the mutant plants.		TAIR
4546	4546	ath	AT1G41740		Reduced fertility due to defects in meiosis. Loss of centromeric cohesion prematurely in meiosis II, prior to metaphase leading to unbalanced segregation and formation of defective microspores. Also a partially penetrant meiosis I phenotype in which a small number of univalents are produced.		TAIR
4615	4615	ath	AT1G56310		No visible phenotype.		TAIR
4614	4614	ath	AT1G56190		Resistant to infection by Watermelon mosaic virus (WMV).		TAIR
4613	4613	ath	AT1G56180		Virescent phenotype and impaired starch accumulation.		TAIR
4612	4612	ath	AT1G55910		No visible phenotype.		TAIR
4611	4611	ath	AT1G55805		No visible phenotype.		TAIR
4610	4610	ath	AT1G55740		Late flowering under long-day photoperiod.  Increased number of rosette leaves.  Severe developmental retardation 14 days after germination.  Slightly reduced fertility.  Leaves slightly more curled and darker than wild-type plants.		TAIR
4609	4609	ath	AT1G55610		Altered vascular cell differentiation.		TAIR
4608	4608	ath	AT1G55140		Slighly pale-green plants with reduced vigor. Mature leaves show a 10% reduction in chlorophyll a and b accumulation.		TAIR
4607	4607	ath	AT1G55080		No visible phenotype.		TAIR
4616	4616	ath	AT1G56560		atinva mutants have reduced root growth, reduced invertase activity, and increased expression of antioxidant genes under basal conditions.		TAIR
4606	4606	ath	AT1G55040		Does not segregate for embryo lethal phenotype. Homozygotes appear morphologically normal. No obvious visible phenotype, not embryo lethal. Fertilized siliques from sed1-1/SED1 plants contained about 21.0% (84/ 382) abnormal white colored seeds. White seeds were confirmed homozygotes therefore sed1-1 confers an embryo lethal phenotype in the homozygote. Embryo arrest occurs by approximately early globular stage in sed1-1/sed1-1 seeds.		TAIR
4604	4604	ath	AT1G54520		When grown under fluctuating light leaves are pale green. Chloroplasts are reduced in number and size.NPQ is higher than WT when grown in low light.		TAIR
4603	4603	ath	AT1G54500		Pale and slow growing.		TAIR
4602	4602	ath	AT1G54470		No visible phenotype.		TAIR
4601	4601	ath	AT1G54440		Reduced methylation at AtSN1 transposon site.		TAIR
4600	4600	ath	AT1G54280		Homozygotes show increased susceptibility to high temperature stress. Pollen tubes are short and pollen tube growth is slow. Reduced seed set, pollen defective.		TAIR
4599	4599	ath	AT1G54210		Small plants and premature senescence under normal soil-grown conditions. Hypersensitivity to N and fixed-C deprivation.		TAIR
4598	4598	ath	AT1G54180		No visible root phenotype.		TAIR
4597	4597	ath	AT1G54130		No visible phenotype.		TAIR
4596	4596	ath	AT1G54115		same as smb-3 single mutant. Heterozygotes and homozygotes have a WT phenotype.		TAIR
4605	4605	ath	AT1G54830		Delayed flowering in long days. Plants produce (on average) almost twice as many leaves before bolting as wild type.		TAIR
4595	4595	ath	AT1G53700		Similar to wild type when seedlings were grown on vertical plates. Morphologically similar to wild type. When seedlings were grown on vertical plates, root exhibited pronounced wavy pattern. Morphologically similar to wild type. When seedlings were grown on vertical plates, root exhibited slight wavy pattern. Overall phenotype identical to wag1-1 mutant allele. Morphologically similar to double mutant wag1-1/wag2-1. When seedlings were grown on vertical plates, root exhibited pronounced wavy pattern. Gravitropism was not affected in mutant plants. Double mutant plants were more resistant to inhibition of root curling by auxin transport inhibitor NPA than wild type plants.		TAIR
4617	4617	ath	AT1G56580		Altered trichome morphology.		TAIR
4619	4619	ath	AT1G57840		ABA and Ca(2+) activation of slow-type anion channels and ABA activation of plasma membrane Ca(2+)-permeable channels were impaired in independent alleles of single and double cpk3cpk6 mutant guard cells. Furthermore, ABA- and Ca(2+)-induced stomatal closing were partially impaired in these cpk3cpk6 mutant alleles. However, rapid-type anion channel current activity was not affected, consistent with the partial stomatal closing response in double mutants via a proposed branched signaling network. Imposed Ca(2+) oscillation experiments revealed that Ca(2+)-reactive stomatal closure was reduced in CDPK double mutant plants. However, long-lasting Ca(2+)-programmed stomatal closure was not impaired.		TAIR
4639	4639	ath	AT1G61380		morphological phenotype similar to wt. resistant to kanamycin. Hypersusceptible to infection with Pseudomonas syringae. Defective in perception of bacterial  lipopolysaccharide.		TAIR
4638	4638	ath	AT1G61040		Defective in maintenance of FLC activity in nonvernalized plants.  Undetectable FLC mRNA expression. Early flowering under short day photoperiods.		TAIR
4637	4637	ath	AT1G60940		No visible phenotype.		TAIR
4636	4636	ath	AT1G60780		Distorted segregation, reduced transmission through the male gametophyte, does not appreciably affect the female gametophyte. completely disrupted male functions, siring no BastaR progeny when crossed to wild type. short pollen tube growth, failing to exit the style.		TAIR
4635	4635	ath	AT1G60650		Delayed seed germination, severe retardation of root growth, reduced number of dividing cells in root meristem, aerial parts dwarfed, fewer flowers per inflorescence, reduced leaf size, leaf serration.		TAIR
4634	4634	ath	AT1G60460		Quasi-sterile (4% of the wild type level of seeds) correlated with male and female gamete developmental defects.		TAIR
4633	4633	ath	AT1G60440		The mutant siliques contained a percentage of shriveled seed remnants, which manifested as gaps in the developing line of green seeds. embryo lethal.		TAIR
4632	4632	ath	AT1G60430		Short internodes. short siliques. average height = 33 cm. segregating for 15% yellow seeds.		TAIR
4631	4631	ath	AT1G60420		The mutation causes defective pollen tube growth in the pistil.		TAIR
4618	4618	ath	AT1G56590		No visible phenotype. Partially suppressed the abnormality of zig-1 in both gravitropism  and stem morphology.		TAIR
4630	4630	ath	AT1G60220		ots1-1 mutants flower at the same time as wild-type plants when grown under long day conditions and appear phenotypically normal. However, there are abnormal phenotypes associated with the ots1-1 ots1-2 double mutant. The ots1-1 ots2-1 double mutant plants flower earlier than wild type plants under long days and short days. They do not differ notably from wild type plants with respect to their overall growth rate, inflorescence structure, or seedling primary root elongation rate. But, they are hypersensitive to salt based on root elongation assays. They also have a higher level of SUMOylated proteins than wild type seedlings exposed to salt stress.		TAIR
4628	4628	ath	AT1G59940		No adult visible phenotype under long-day or short-day conditions. cytokinin sensitivity similar to wild type in seedling root elongation and seedling lateral root formation. increased sensitivity to red light. The elongated petioles of the arr4 single mutant are enhanced in this double mutant (indicating functional redundancy between the two members of this gene pair). increased cytokinin inhibition of root elongation but intermediate between arr3,4,5,6 and the wild type. intermediate cytokinin sensitivity between the wild type and arr3,4,5,6, arr5,6,8,9 and arr3,4,8,9 quadruple mutants in seedling lateral root formation. increased sensitivity to red light. The elongated petioles of arr4 and arr3,4 are enhanced, but the overall rosette size is similar to that of the wild-type parent. the increased petiole elongation suggests that although ARR5 and ARR6 may act antagonistically to each other in regulating rosette size, as a pair they still function additively with ARR3 and ARR4 in the regulation of petiole elongation. root elongation responses intermediate between arr3,4,5,6,8,9 and the wild type, but significantly more sensitive than arr3,4. intermediate cytokinin sensitivity in seedling lateral root formation, between the wild type and the arr3,4,5,6,8,9 hextuple mutant, with the sensitivity of arr3,4,8,9 closest to arr3,4,5,6,8,9. increased sensitivity to red light. No adult visible phenotype. almost approaching the cytokinin hypersensitivity of the arr3,4,5,6,8,9 hextuple mutant but significantly less sensitive than arr3,4,5,6,8,9 at 5 and 10 nM benzyladenine (BA). intermediate cytokinin sensitivity in seedling lateral root formation, between the wild type and the arr3,4,5,6,8,9 hextuple mutant, with the sensitivity of arr3,4,8,9 closest to arr3,4,5,6,8,9. Intermediate petiole length between arr3,4,5,6 and the wild type (suggesting complex interactions between these genes). roots are shorter and have significantly fewer lateral roots than the wild type in the absence of exogenous cytokinin. increased cytokinin hypersensitivity in seedling root elongation, seedling lateral root formation, hypocotyls/ shoot initiation and leaf senescence delay. decreased sensitivity to red light compared to wild type. altered red light sensitivity. lengthens the period of the clock in all conditions.		TAIR
4627	4627	ath	AT1G59750		no obvious auxin-related growth phenotype. arf1-3 arf2-6 double mutant. similar but much stronger phenotype than arf2 single mutants. homozygous double mutant is sterile. large leaves. long, thick and wavy inflorescence stem. abnormal flower morpholoy.  delayed flowering. delayed senescence.		TAIR
4626	4626	ath	AT1G58300		No visible phenotype when grown in the dark. No visible phenotype.		TAIR
4625	4625	ath	AT1G58230		No visible phenotype.		TAIR
4624	4624	ath	AT1G58200		Variegated leaves, enlarged plastids. Partial infertility and reduced seed set, likely a result of a fragment of the APETALA3 gene present in the T-DNA construct. . Small stature, variegated leaves and ruffled leaf margins, apical callus production after long periods of growth on solid media, enlarged plastids. No visible phenotype. Variegated leaf phenotype. light green sectors most dramatic in cauline leaves, but also visible in most rosette leaves. Microscopic observation revealed enlarged chloroplasts in 20% of mesophyll cells in cauline leaves. Leaf tissue had larger air spaces between cells compared to the wild type, and all cells, including epidermal, palisade and mesophyll cells were larger that in the wild type. Under TEM, ultrastructure of enlarged chloroplasts had lumpy appearance of thylakoid membranes. Plastids of the pavement cells in the leaf epidermis in leaves and cotyledons and also in the root epidermal cells were much larger, spherical, stromules were not observed. Beside these characteristics, overall appearance of double mutant plants was similar to the wild type plants. no observable phenotype.		TAIR
4623	4623	ath	AT1G58190		No visible phenotype.		TAIR
4622	4622	ath	AT1G58180		higher stomatal conductance at ambient CO2 levels. insensitive to C02 induced stomatal conductance changes. impaired CO2 induction of stomatal closure in isolated epidermis. stomatal index and  stomatal density significantly higher than wild type. responses to blue light, blue light to dark transition and ABA are wild type.		TAIR
4621	4621	ath	AT1G58100		No visible phenotype. Fewer, but larger rosette leaves compared to wildtype.		TAIR
4620	4620	ath	AT1G57850		ABA and Ca(2+) activation of slow-type anion channels and ABA activation of plasma membrane Ca(2+)-permeable channels were impaired in independent alleles of single and double cpk3cpk6 mutant guard cells. Furthermore, ABA- and Ca(2+)-induced stomatal closing were partially impaired in these cpk3cpk6 mutant alleles. However, rapid-type anion channel current activity was not affected, consistent with the partial stomatal closing response in double mutants via a proposed branched signaling network. Imposed Ca(2+) oscillation experiments revealed that Ca(2+)-reactive stomatal closure was reduced in CDPK double mutant plants. However, long-lasting Ca(2+)-programmed stomatal closure was not impaired.		TAIR
4629	4629	ath	AT1G59980		No response to gravistimulation at 4C in both inflorescence shoots and hypocotyls. The phenotype is apparent after the plants have been returned to room temperature. reduced hypocotyl and root gravitropic response at room temperature.		TAIR
4594	4594	ath	AT1G53490		Double mutant increases number of bivalents from hei10-2 single.		TAIR
4593	4593	ath	AT1G53470		No visible phenotype. Abolished stretch-activate mechanosensitive channel activity.		TAIR
4592	4592	ath	AT1G53330		30-40% T3 seeds are embryo lethal, the rest had delayed germination. Among the germinated plants, they displayed a range of phenotypic expression: 1) seedling lethal, 2) normal cotyledons later became elongated and fragile, slightly narrower and curved rosette leaves, reduced shoot apical dominancy, elongated internode, shorter primary roots and long lateral roots, shorter siliques, 3) very subtle changes.		TAIR
4566	4566	ath	AT1G50060		Very small rosettes with few leaves. green-yellow leaves with darker main veins. serrated leaf margins. green-yellow plants. slow growth.		TAIR
4565	4565	ath	AT1G50055		No obvious leaf developmental defects.		TAIR
4564	4564	ath	AT1G50010		Right-handed helical growth in the root and other rapidly elongating organs. Medium severity of cell expansion defects. Left-handed helical growth in the root and other rapidly elongating organs. Medium severity of cell expansion defects. Delayed leaf development.		TAIR
4563	4563	ath	AT1G49850		Slow growth. dark-green plants. somewhat reduced fertility.		TAIR
4562	4562	ath	AT1G49760		Slightly reduced fresh weight. No visible phenotype. Serrated-dentated leaf margins. increased number of leaves. delayed flowering. increased width and size of siliques. reduced inflorescence length (stunted).		TAIR
4561	4561	ath	AT1G49530		No visual phenotype or altered plastidial isoprenoid levels compared to the wild-type.		TAIR
4560	4560	ath	AT1G49240		Lacks root hairs.Root hairs initiate but do not develop further. Short root hairs. 50% reduction in root hair length compared to wild type. Plants are dwarf. Leaves are smaller and contain fewer cells and fewer lobes than wild type. Reduced number of trichome branches. Petals are narrow. Roots are more severely affected and produce short root hairs. Cell files are irregular and the elongation zone is much reduced.		TAIR
4559	4559	ath	AT1G48560		No visible phenotype.		TAIR
4558	4558	ath	AT1G48550		No visible phenotype.		TAIR
4567	4567	ath	AT1G50110		Moderate changes of C7 and C8 glucosinolate species both in leaves and seeds. Smaller rosettes and inflorescences in comparison to wild type. In addition, there were dent-like cavities and chlorotic areas in the leaves. Moderately increased levels of Ala, Arg, His, Ile, Phe, Pro Thr, Trp and Tyr, and Leu.  Extraordinary enhanced accumulation of Met.  Significant decrease in levels of Met-derived glucosinolates and increase in Leu-derived glucosinolates. Increased levels of Met, Ser, Val and S-methylmethionine (SMM) and decreased levels of Met-derived glucosinolates in leaves and seeds.		TAIR
4557	4557	ath	AT1G48520		Light-green plants. no other visible phenotype.		TAIR
4555	4555	ath	AT1G48270		Reduced seed sensitivity to gibberellin (GA) and brassinosteroid (BR). altered seed germination. kanamycin resistant or silenced. Plants exhibit hypersensitivity to abscisic acid (ABA) in assays of root growth, gene regulation, and stomatal response. Root growth of seedlings is markedly more sensitive to inhibition by ABA compared with wild-type. Plants have enhanced drought tolerance and lower rates of water loss (lower transpiration rates). Plants are hypersensitive to ABA and S1P regulation of stomatal responses: guard cells are hypersensitive to both inhibition of opening of preclosed stomata and promotion of closure of preopened stomata by ABA. plants respond to the lipid metabolite, sphingosine-1-phosphate (S1P), in an identical fashion as they do to ABA: guard cells are hypersensitive to S1P-induced inhibition of stomatal opening and S1P-induced promotion of stomatal closure compared with the wild-type.		TAIR
4554	4554	ath	AT1G47890		No visible phenotype.		TAIR
4553	4553	ath	AT1G47750		Slow growth. short internodes. short pedicels. short siliques. somewhat short plants. average height = 22 cm.		TAIR
4552	4552	ath	AT1G47056		Defects in lateral root formation, delayed root elongation and delayed plant growth. Reduced cell size.		TAIR
4551	4551	ath	AT1G45688		Hypocotyls of etiolated mutants displayed cell swelling and elongation defects when grown on  salt containing media.		TAIR
4550	4550	ath	AT1G45616		No visible phenotype.		TAIR
4549	4549	ath	AT1G42990		The levels of several ER-stress-responsive protein disulfide isomerases (PDI1,5,6,9,10,11) are reduced in this mutant, when ER stress is replied. However, the level of transcripts for the non-ER-stress-responsive PDI2 and PDI8 is slightly increased under these conditions in the atbzip60 mutant relative to WT plants.		TAIR
4548	4548	ath	AT1G42560		No visible phenotype.		TAIR
4547	4547	ath	AT1G42470		Extreme dwarfism and male gametophyte defect (~38% pollen abortion).Increased amount of fatty acids (58%) with significant icrease in unsatuated FAs and decrease in saturated FAs. No visible phenotype. Severe dwarf phenotype, male gametophytic defects. Increased fatty acid amounts. When plants were grown under a long-day regime (16 h day/8 h night), the growth was indistinguishable from wild type.		TAIR
4556	4556	ath	AT1G48360		Defective in interstrand cross link repair. Hypersensitivity against MMC and cisplatin. Significantly increased sensitivity against cisplatin, sensitivity to MMC.		TAIR
4568	4568	ath	AT1G50250		no visible difference in leaf morphology and variegation when grown under normal light and temperature conditions compared to wild-type. More variegated than ftsh2. Completely white seedlings. Restoration of Heterozygocity of FTSH5 allows chloroplast development in the cotyledons.		TAIR
4569	4569	ath	AT1G50270		No visible phenotype.		TAIR
4570	4570	ath	AT1G50280		Increased sensitivity to ABA treatment. When grown in the presence of ABA, mutant plants had enhanced inhibition of root growth, delayed seed germination, reduced stomatal aperture.		TAIR
4591	4591	ath	AT1G53310		No visible phenotype.		TAIR
4590	4590	ath	AT1G53290		kanamycin resistant, no visible phenotype.		TAIR
4589	4589	ath	AT1G53240		mmdh1-2 mmdh2-1 double mutants have no detectable mitochondrial malate dehydrogenase (MDH) activity and over a 40% reduction in total leaf MDH activity. They also have growth defects under long and short days.		TAIR
4588	4588	ath	AT1G53233		No visible phenotype.		TAIR
4587	4587	ath	AT1G53230		No visible phenotype.		TAIR
4586	4586	ath	AT1G53160		No visible phenotype.		TAIR
4585	4585	ath	AT1G53140		No visible phenotype.		TAIR
4584	4584	ath	AT1G53130		increased ROS-induced cell death (ROS: reactive oxygen species). decreased seed content. more resistant to bacterial pathogen Pseudomonas syringae.		TAIR
4583	4583	ath	AT1G52930		Growth delay.  Impaired development of rosette leaves and delay in flowering. Absence of ABA-induced inhibition of seed germination. Mutant plants exhibit all known major  ABA defects (seed dormancy, stomatal opening, growth inhibition). Reduced seed dormancy phenotype. Seedling growth inhibition by ABA was substantially reduced in the mutant compared with that of the wild type. In the absence of  ABA, the mutant seedlings developed normally  and were indistinguishable from the wild-type  seedlings. The defect exhibited by the double mutant in ABA-induced stomatal closure was similar to that exhibited by both single mutants. .		TAIR
4582	4582	ath	AT1G52830		No visible phenotype.		TAIR
4581	4581	ath	AT1G52740		Shorter, thickened siliques. strong asymmetric curvature of developing siliques, reduced fertility. Additional novel phenotypes occur, but only rarely. Under LD conditions, phenotypes also include: greatly reduced rosette size and stature. mature plants are spindly and have trouble remaining upright. Under SD conditions, phenotypes also include: increased leaf serration and petiole length. The following phenotypes are more pronounced under SD, but exist under LD conditions: early flowering, increased number of flowers with extra petals.		TAIR
4580	4580	ath	AT1G51710		No visible phenotype.		TAIR
4579	4579	ath	AT1G51680		No visible phenotype.		TAIR
4578	4578	ath	AT1G51570		Dwarf and bushy phenotype with fewer flowers in main inflorescence apices, increased number of disorganized vascular bundles with more procambium-like structures and an increase in cell density in the central pith region at the base of inflorescence shoot apices. More than half of plants display early termination of main SAMs without rosette leaves.		TAIR
4577	4577	ath	AT1G51460		Flowers are seriously distorted in petal morphology and display petal-to-sepal and sepal-to-sepal fusions during early flower development.  The fusions disappear during later flower development. Petal epidermal cells do not have a wt conical structure and are flattened. Epidermal cuticular ridges on these cells are completely absent. Folded petals.		TAIR
4576	4576	ath	AT1G51220		Rootless phenotype. nww mutant embryos diverge from normal development at 32 cell stage. The  hypophysis asymmetric division fails resulting in loss of lens shaped cell. Consequently the quiescent center does not develop and roots are absent.		TAIR
4575	4575	ath	AT1G51070		Reduced chlorophyll and pale yellow leaves under content under low Fe conditions.		TAIR
4574	4574	ath	AT1G50960		In long day conditions, no significant difference in flowering behaviour between mutant and wild-type. In short day conditions mutant formed fewer rosette leaves before bolting. In short day conditions, mutant formed a greater number of cauline leaves. Longer hypocotyl compared to wild-type when grown in medium- and low-light. Dwarf (growth under long-day photoperiod). Longer roots when plants are grown under salt stress (50-100nM NaCl).		TAIR
4573	4573	ath	AT1G50640		Slightly dark-green rosettes. short internodes. short siliques. reduced fertility. average height = 37 cm.		TAIR
4572	4572	ath	AT1G50610		morphological phenotype similar to wt. resistant to kanamycin.		TAIR
4571	4571	ath	AT1G50290		early flowering in short days.		TAIR
4450	4450	ath	AT1G19350		Long and bending leaf petioles, curly leaves and early senescence phenotype. Hypersensitive to brassinolide (BL). Insensitive to brassinazole (BRZ), an inhibitor of BL biosynthesis.		TAIR
4449	4449	ath	AT1G19120		Retarded germination. Alterations in cotyledon shape and venation. Serrated rosette leaves with reduced area and petiole lenght. Reduced root length and number of secondary roots. Early flowering under short-day. Lost of apical dominance. Shorter siliques with fewer seeds.		TAIR
4448	4448	ath	AT1G18940		No visible phenotype.		TAIR
4447	4447	ath	AT1G18870		Phenotype not described. no visible phenotype. Mutant seeds displayed reduced germination rates. A modest but significant decrease of 5-CH3-PteGlu(n) and 5-CHO-PteGlu(n) (by 11 and 33%, respectively) was observed in dry seeds of the mutant as compared with the wild-type, resulting in a decrease in total folate content by 11% . Defective in phylloquinone biosynthesis. Contains about 18% of wild-type phylloquinone content but 50-70% of wild-type PSI activity.		TAIR
4325	4325	ath	AT1G03600		Defective in response to changing light intensity.Retarded growth under greenhouse conditions, and produces less anthocyanin under high light.		TAIR
4324	4324	ath	AT1G03475		Plant have pale green leaves and develop lesions on the young leaves.  Lesions begin as a small spot or stripe of collapsed tissue usually appearing in the middle part of the young leaves.		TAIR
4323	4323	ath	AT1G03430		Constructed transgenic plants contain the AHP5 protein in higher amounts than in wt plants. morphological phenotype similar to wt. Inhibition of root elongation is similar to the wild type plants in the presence of various levels of exogenous cytokinin. root elongation in seedlings is inhibited by increasing concentrations of the cytokinin benzyl adenine (BA) in the growth media, showing a sharp decrease in root elongation between 10 and 50 nM BA. Inhibition of root elongation is substantially less sensitive to cytokinin  than the wild type plants and is less responsive to cytokinin over the whole range of cytokinin benzyl adenine (BA) concentrations used in the growth media. Reduced inhibition of hypocotyl elongation in response to cytokinin, consistent with reduced sensitivity to the hormone. very short and narrow primary root. xylem development in the narrow primary root is less extensive than in the larger primary root of wild-type plants. Abnormal growth and development: reduced vascular development in primary root. very short and narrow primary root. adventitious root development. smaller rosettes, shorter siliques, fewer seeds per silique. larger seeds and larger embryos than the wild type. reduced fertility.  increased  hypocotyl elongation in the presence of cytokinin.		TAIR
4322	4322	ath	AT1G03300		same as smb-3 single mutant.		TAIR
4321	4321	ath	AT1G03290		same as smb-3 single mutant.		TAIR
4320	4320	ath	AT1G03270		Short root hairs.		TAIR
4319	4319	ath	AT1G03090		Seeds have high levels of free branched-chain amino acids (Ile, Leu and Val), also high levels of Arg, His and Ser, and low levels of Gln and Glu.		TAIR
4318	4318	ath	AT1G02880		The AtTPK1-KO single mutant does not have any obvious aberrant phenotypes, but, the AtTPK1-KO /AtTPK2-KO double mutant demonstrates that these enzymes are required to produce thiamine pyrophosphate from thiamine. These double knock-out mutants are thiamine auxotrophs that have a seedling lethal phenotype unless they are supplied with exogenous thiamine pyrophosphate (TPP) through a spray-based application. In addition, these mutants have 2-fold higher levels of thiamine and 32-fold lower levels of TPP than wild type plants.		TAIR
4317	4317	ath	AT1G02660		Homozygotes are embryo lethal. Somewhat reduced transmission through the pollen.		TAIR
4326	4326	ath	AT1G03770		Plieotrophic defects. Leaves may be lobed, downward curving or make ectopic meristems. The SAM is enlarged and phyllotaxy is abnormal and the shoot apex may terminate in a cluster of flowers with extra floral organs.Occasional homeotic conversion of petals to stamens. lants are extremely small with a reduced number of leaves, leaves are sessile and the inflorescences are completely arrested. Cotyledons are relatively well expanded.Enhanced de-repression of KNOX gene expression. Plants are extremely small with a reduced number of leaves, leaves are sessile and the inflorescences are completely arrested.Enhanced de-repression of KNOX gene expression.		TAIR
4316	4316	ath	AT1G02330		Under high fluence light (33.3 and most evidently 112.5 micromol/m2/s), displayed statistically significantly longer hypocotyls than did WT seedlings.		TAIR
4314	4314	ath	AT1G01910		Short root hairs.		TAIR
4313	4313	ath	AT1G01790		Reduced growth and pale yellowish leaves. Reduced photosynthetic protein complex accumulation.		TAIR
4312	4312	ath	AT1G01640		Comparison of SALK_011721C to Columbia wildtype resulted in a trend toward earlier flowering in the mutant (P=0.1).		TAIR
4311	4311	ath	AT1G01610		This double knock-out mutant has a 60-70% overall decrease in cutin monomer content in leaf and stem. The plant grew slowly. The water loss rate for rosettes was 4-fold greater than wild type. The mutant has an increased sensitivity to fungal pathogen. Defects in stomata structure.		TAIR
4310	4310	ath	AT1G01220		fkgp-1 mutants have about 40 times more L-fucose than wild type Arabidopsis plants, but the levels of other monosaccharides do not appear to differ significantly in the mutants. No obvious phenotypic abnormalities were observed in the fkgp-1 mutants, nor were any differences in the sugar composition of cell wall polysaccharides detected. fkgp-2 mutants have about 40 times more L-fucose than wild type Arabidopsis plants. No obvious phenotypic abnormalities were observed in the fkgp-2 mutants, nor were any differences in the sugar composition of cell wall polysaccharides detected.		TAIR
4309	4309	ath	AT1G01140		hypersensitive to low potassium media.		TAIR
4308	4308	ath	AT1G01070		Significantly elevated levels of amino acids in the seeds. Reduced seed volume.		TAIR
4307	4307	ath	ARS1		Semi-dominant arsenic resistance phenotype. Increased tolerance to arsenate and increased phosphate uptake compared to wild type.		TAIR
4306	4306	ath	ARC9		no visible whole plant phenotypic effect. mean chloroplast number per cell = 34 (cf. wild type 83). mean chloroplast size = 140µm2 (cf. w.t. 53µm2).  each mesophyll cell contains 2 large and several smaller chloroplasts.		TAIR
4315	4315	ath	AT1G02170		No visible phenotype.		TAIR
4305	4305	ath	ARC8		no visible whole plant phenotypic effect.  mean chloroplast number per cell = 45 (cf. wild type 83). mean chloroplast size = 110µm2 (cf. wild type 53µm2).		TAIR
